Strain,Taxa_ID,GH1,GH3,GH5,GH6,GH8,bcsZ,GH9,GH12,GH44,GH45,GH48
Marinobacter sp. ELB17,270374,0,0,0,0,0,0,0,0,0,0,0
Marinobacterium stanieri S30,1042375,0,1,0,0,0,0,0,0,0,0,0
Marinomonas mediterranea MMB-1,717774,0,0,0,0,0,0,0,0,0,0,0
Marinomonas posidonica IVIA-Po-181,491952,0,1,0,0,0,0,0,0,0,0,0
Marinomonas sp. MED121,314277,0,1,0,0,0,0,0,0,0,0,0
Marinomonas sp. MWYL1,400668,0,6,0,0,0,0,0,0,0,0,0
Mariprofundus ferrooxydans PV-1,314345,0,1,0,0,0,0,0,0,0,0,0
Maritimibacter alkaliphilus HTCC2654,314271,1,1,0,0,1,0,0,0,0,0,0
Mesorhizobium alhagi CCNWXJ12-2,1107882,0,1,0,0,0,0,0,0,0,0,0
Mesorhizobium amorphae CCNWGS0123,1082933,0,0,0,0,0,0,0,0,0,0,0
Mesorhizobium australicum WSM2073,754035,1,1,0,0,0,0,0,0,0,0,0
Mesorhizobium ciceri biovar biserrulae WSM1271,765698,0,1,0,0,0,0,0,0,0,0,0
Mesorhizobium loti MAFF303099,266835,0,2,0,0,0,0,0,0,0,0,0
Mesorhizobium opportunistum WSM2075,536019,0,2,0,0,0,0,0,0,0,0,0
Methylobacillus flagellatus KT,265072,0,1,0,0,0,0,0,0,0,0,0
Methylobacter tundripaludum SV96,697282,0,4,0,0,0,0,0,0,0,0,0
Methylobacterium chloromethanicum CM4,440085,0,3,0,0,0,2,0,0,0,0,0
Methylobacterium extorquens AM1,272630,0,3,0,0,0,1,0,0,0,0,0
Methylobacterium extorquens DM4,661410,0,3,0,0,0,1,0,0,0,0,0
Methylobacterium extorquens DSM 13060,882800,0,0,0,0,0,1,0,0,0,0,0
Methylobacterium extorquens PA1,419610,0,0,0,0,0,1,0,0,0,0,0
Methylobacterium nodulans ORS 2060,460265,0,1,0,0,0,1,0,0,0,0,0
Methylobacterium populi BJ001,441620,0,3,0,0,0,1,0,0,0,0,0
Methylobacterium radiotolerans JCM 2831,426355,0,1,0,0,0,2,0,0,0,0,0
Methylobacterium sp. 4-46,426117,0,1,0,0,0,1,0,0,0,0,0
Methylocella silvestris BL2,395965,0,3,0,0,0,0,0,0,0,0,0
Methylococcus capsulatus str. Bath,243233,1,1,0,0,0,0,0,0,0,0,0
Methylocystis sp. ATCC 49242,622637,0,5,0,0,0,1,0,0,0,0,0
Methylomicrobium album BG8,686340,0,1,0,0,0,0,0,0,0,0,0
Methylomonas methanica MC09,857087,0,2,0,0,0,0,0,0,0,0,0
Methylophaga aminisulfidivorans MP,1026882,0,1,0,0,0,0,0,0,0,0,0
Methylophaga thiooxidans DMS010,637616,0,1,0,0,0,0,0,0,0,0,0
Methylophilales bacterium HTCC2181,383631,0,1,0,0,0,0,0,0,0,0,0
Methylosinus trichosporium OB3b,595536,0,2,0,0,0,0,0,0,0,0,0
Methylotenera mobilis JLW8,583345,0,1,0,0,0,0,0,0,0,0,0
Methylotenera sp. 301,666681,0,1,0,0,0,0,0,0,0,0,0
Methyloversatilis universalis FAM5,1000565,0,1,0,0,0,0,0,0,0,0,0
Methylovorus sp. MP688,887061,0,1,0,0,0,1,0,0,0,0,0
Methylovorus sp. SIP3-4,582744,0,1,0,0,0,0,0,0,0,0,0
Micavibrio aeruginosavorus ARL-13,856793,0,2,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis 101P30B1,857572,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis 103P14B1,857579,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis 12P80B1,857577,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis 46P47B1,857578,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis 7169,857581,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis BC1,857576,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis BC7,857575,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis BC8,857574,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis CO72,857573,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis O35E,857571,0,1,0,0,0,0,0,0,0,0,0
Moraxella catarrhalis RH4,749219,0,1,0,0,0,0,0,0,0,0,0
Moritella sp. PE36,58051,0,1,1,0,0,0,0,0,0,0,0
Myxococcus fulvus HW-1,483219,1,0,0,0,0,0,0,0,0,0,0
Myxococcus xanthus DK 1622,246197,3,2,0,0,0,0,0,0,0,0,0
Nautilia profundicola AmH,598659,0,0,0,0,0,0,0,0,0,0,0
Neisseria bacilliformis ATCC BAA-1200,888742,0,1,0,0,0,0,0,0,0,0,0
Neisseria cinerea ATCC 14685,546262,0,1,0,0,0,0,0,0,0,0,0
Neisseria elongata subsp. glycolytica ATCC 29315,546263,0,1,0,0,0,0,0,0,0,0,0
Neisseria flavescens NRL30031/H210,546264,0,1,0,0,0,0,0,0,0,0,0
Neisseria flavescens SK114,596320,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae 1291,528345,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae 35/02,528346,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae DGI18,528347,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae DGI2,528348,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae F62,528351,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae FA 1090,242231,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae FA19,528352,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae FA6140,528353,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae MS11,528354,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae NCCP11945,521006,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae PID1,528355,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae PID18,528356,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae PID24-1,528357,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae PID332,528358,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae SK-92-679,528359,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae SK-93-1035,528360,0,1,0,0,0,0,0,0,0,0,0
Neisseria gonorrhoeae TCDC-NG08107,940296,0,1,0,0,0,0,0,0,0,0,0
Neisseria lactamica 020-06,489653,0,1,0,0,0,0,0,0,0,0,0
Neisseria lactamica ATCC 23970,546265,0,1,0,0,0,0,0,0,0,0,0
Neisseria lactamica NS19,933280,0,1,0,0,0,0,0,0,0,0,0
Neisseria lactamica Y92-1009,869214,0,1,0,0,0,0,0,0,0,0,0
Neisseria macacae ATCC 33926,997348,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis 053442,374833,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis 8013,604162,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis 961-5945,935598,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis alpha14,662598,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis alpha710,630588,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis ATCC 13091,862513,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis CU385,935597,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis ES14902,935586,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis FAM18,272831,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis G2136,935599,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis H44/76,909420,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis K1207,768485,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis M01-240013,935595,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis M01-240149,935591,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis M01-240355,935588,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis M04-240196,935593,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis M0579,935590,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis M13399,935594,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis M6190,935587,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis MC58,122586,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis N1568,562020,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis Nm1140,1079757,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis NM220,1053687,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis NM233,1055328,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis Nm2732,1079753,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis Nm3127,1079752,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis Nm6756,1079755,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis Nm6938,1079754,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis Nm8187,1077282,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis Nm8663,1079756,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis NS44,933290,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis NZ-05/33,935589,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis OX99.30304,935592,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis S0108,768484,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis WUE 2594,942513,0,1,0,0,0,0,0,0,0,0,0
Neisseria meningitidis Z2491,122587,0,1,0,0,0,0,0,0,0,0,0
Neisseria mucosa ATCC 25996,546266,0,1,0,0,0,0,0,0,0,0,0
Neisseria mucosa C102,435832,0,1,0,0,0,0,0,0,0,0,0
Neisseria polysaccharea ATCC 43768,546267,0,1,0,0,0,0,0,0,0,0,0
Neisseria polysaccharea NS342,933269,0,1,0,0,0,0,0,0,0,0,0
Neisseria shayeganii 871,1032488,0,1,0,0,0,0,0,0,0,0,0
Neisseria sicca 4320,933266,0,1,0,0,0,0,0,0,0,0,0
Neisseria sicca ATCC 29256,547045,0,1,0,0,0,0,0,0,0,0,0
Neisseria sicca DS1,933267,0,1,0,0,0,0,0,0,0,0,0
Neisseria sp. GT4A_CT1,665946,0,1,0,0,0,0,0,0,0,0,0
Neisseria sp. oral taxon 014 str. F0314,641149,0,1,0,0,0,0,0,0,0,0,0
Neisseria subflava NJ9703,546268,0,1,0,0,0,0,0,0,0,0,0
Neisseria wadsworthii 9715,1030841,0,1,0,0,0,0,0,0,0,0,0
Neisseria weaveri ATCC 51223,1051972,0,1,0,0,0,0,0,0,0,0,0
Neisseria weaveri LMG 5135,1051985,0,1,0,0,0,0,0,0,0,0,0
Neorickettsia risticii str. Illinois,434131,0,0,0,0,0,0,0,0,0,0,0
Neorickettsia sennetsu str. Miyayama,222891,0,0,0,0,0,0,0,0,0,0,0
Neptuniibacter caesariensis,207954,0,1,0,0,0,0,0,0,0,0,0
Nitratifractor salsuginis DSM 16511,749222,0,0,0,0,0,0,0,0,0,0,0
Nitratiruptor sp. SB155-2,387092,0,0,0,0,0,0,0,0,0,0,0
Nitrobacter hamburgensis X14,323097,0,1,0,0,0,0,0,0,0,0,0
Nitrobacter sp. Nb-311A,314253,0,1,0,0,0,0,0,0,0,0,0
Nitrobacter winogradskyi Nb-255,323098,0,1,0,0,0,0,0,0,0,0,0
Nitrococcus mobilis Nb-231,314278,0,1,0,0,0,0,0,0,0,0,0
Nitrosococcus halophilus Nc4,472759,0,1,0,0,0,0,0,0,0,0,0
Nitrosococcus oceani AFC27,473788,0,1,0,0,0,0,0,0,0,0,0
Nitrosococcus oceani ATCC 19707,323261,0,1,0,0,0,0,0,0,0,0,0
Nitrosococcus watsoni C-113,105559,0,1,0,0,0,0,0,0,0,0,0
Nitrosomonas europaea ATCC 19718,228410,0,1,0,0,0,0,0,0,0,0,0
Nitrosomonas eutropha C91,335283,0,2,0,0,0,0,0,0,0,0,0
Nitrosomonas sp. AL212,153948,0,1,0,0,0,0,0,0,0,0,0
Nitrosomonas sp. Is79A3,261292,0,1,0,0,0,0,0,0,0,0,0
Nitrosospira multiformis ATCC 25196,323848,0,1,0,0,0,0,0,0,0,0,0
Novosphingobium aromaticivorans DSM 12444,279238,0,8,0,0,0,0,0,0,0,0,0
Novosphingobium nitrogenifigens DSM 19370,983920,0,2,0,0,0,0,0,0,0,0,0
Novosphingobium pentaromativorans US6-1,1088721,0,3,0,0,0,0,0,0,0,0,0
Novosphingobium sp. PP1Y,702113,0,3,0,0,0,1,0,0,0,0,0
Oceanibulbus indolifex HEL-45,391624,0,1,0,0,0,0,0,0,0,0,0
Oceanicaulis alexandrii HTCC2633,314254,0,2,0,0,0,0,0,0,0,0,0
Oceanicola batsensis HTCC2597,252305,0,1,0,0,0,0,0,0,0,0,0
Oceanicola granulosus HTCC2516,314256,0,4,0,0,0,0,0,0,0,0,0
Oceanicola sp. S124,1042378,0,1,0,0,0,1,0,0,0,0,0
Oceanimonas sp. GK1,511062,0,2,0,0,0,1,0,0,0,0,0
Ochrobactrum anthropi ATCC 49188,439375,1,1,0,0,0,0,0,0,0,0,0
Ochrobactrum anthropi CTS-325,1151114,0,1,0,0,0,0,0,0,0,0,0
Ochrobactrum intermedium LMG 3301,641118,0,1,0,0,0,0,0,0,0,0,0
Octadecabacter antarcticus 238,391616,1,1,0,0,0,0,0,0,0,0,0
Octadecabacter antarcticus 307,391626,1,1,0,0,0,0,0,0,0,0,0
Oligotropha carboxidovorans OM4,1031710,0,1,0,0,0,0,0,0,0,0,0
Oligotropha carboxidovorans OM5,504832,0,1,0,0,0,0,0,0,0,0,0
Orientia tsutsugamushi str. Boryong,357244,0,0,0,0,0,0,0,0,0,0,0
Orientia tsutsugamushi str. Ikeda,334380,0,0,0,0,0,0,0,0,0,0,0
Oxalobacter formigenes HOxBLS,556268,0,1,0,0,0,0,0,0,0,0,0
Oxalobacter formigenes OXCC13,556269,0,1,0,0,0,0,0,0,0,0,0
Oxalobacteraceae bacterium IMCC9480,937450,0,1,0,0,0,0,0,0,0,0,0
Pantoea agglomerans IG1,1110694,3,2,0,0,0,0,0,0,0,0,0
Pantoea ananatis AJ13355,932677,5,2,0,0,0,0,0,0,0,0,0
Pantoea ananatis LMG 20103,706191,7,2,0,0,0,0,0,0,0,0,0
Pantoea ananatis LMG 5342,1123863,2,2,0,0,0,0,0,0,0,0,0
Pantoea ananatis PA13,1095774,4,2,0,0,0,0,0,0,0,0,0
Pantoea sp. aB,517433,4,2,0,0,0,0,0,0,0,0,0
Pantoea sp. At-9b,592316,10,5,0,0,0,0,0,0,0,0,0
Pantoea sp. Sc1,593105,3,2,0,0,0,0,0,0,0,0,0
Pantoea sp. SL1_M5,697871,3,2,0,0,0,0,0,0,0,0,0
Pantoea stewartii subsp. stewartii DC283,660596,5,2,0,0,0,0,0,0,0,0,0
Pantoea vagans C9-1,712898,1,2,0,0,0,0,0,0,0,0,0
Paracoccus denitrificans PD1222,318586,0,2,0,0,0,0,0,0,0,0,0
Paracoccus denitrificans SD1,1051075,0,0,0,0,0,0,0,0,0,0,0
Paracoccus sp. TRP,412597,0,2,0,0,0,0,0,0,0,0,0
Parasutterella excrementihominis YIT 11859,762966,0,1,0,0,0,0,0,0,0,0,0
Parvibaculum lavamentivorans DS-1,402881,0,1,0,0,0,0,0,0,0,0,0
Parvularcula bermudensis HTCC2503,314260,0,1,0,0,0,0,0,0,0,0,0
Pasteurella dagmatis ATCC 43325,667128,0,1,0,0,0,0,0,0,0,0,0
Pasteurella multocida 36950,1075089,0,1,0,0,0,0,0,0,0,0,0
Pasteurella multocida subsp. gallicida str. Anand1_poultry,1032866,0,1,0,0,0,0,0,0,0,0,0
Pasteurella multocida subsp. multocida str. Anand1_goat,1032869,0,1,0,0,0,0,0,0,0,0,0
Pasteurella multocida subsp. multocida str. Pm70,272843,0,1,0,0,0,0,0,0,0,0,0
Pectobacterium atrosepticum SCRI1043,218491,17,6,0,0,0,0,0,0,0,0,0
Pectobacterium carotovorum subsp. carotovorum PC1,561230,14,5,0,0,0,0,0,0,0,0,0
Pectobacterium carotovorum subsp. carotovorum WPP14,558270,16,3,0,0,0,0,0,0,0,0,0
Pectobacterium wasabiae WPP163,561231,9,2,0,0,0,0,0,0,0,0,0
Pelagibaca bermudensis HTCC2601,314265,1,2,0,0,0,0,0,0,0,0,0
Pelagibacterium halotolerans B2,1082931,0,1,0,0,0,1,0,0,0,0,0
Pelobacter carbinolicus DSM 2380,338963,0,1,0,0,0,0,0,0,0,0,0
Pelobacter propionicus DSM 2379,338966,0,1,0,0,0,0,0,0,0,0,0
Phaeobacter gallaeciensis 2.10,383629,1,1,0,0,0,0,0,0,0,0,0
Phaeobacter gallaeciensis ANG1,1002340,0,1,0,0,0,0,0,0,0,0,0
Phenylobacterium zucineum HLK1,450851,1,3,0,0,0,0,0,0,0,0,0
Photobacterium angustum S14,314292,0,1,0,0,0,0,1,0,0,0,0
Photobacterium damselae subsp. damselae CIP 102761,675817,0,1,0,0,0,0,1,0,0,0,0
Photobacterium leiognathi subsp. mandapamensis svers.1.1.,1001530,0,1,0,0,0,0,1,0,0,0,0
Photobacterium profundum 3TCK,314280,3,1,1,0,0,1,1,0,0,0,0
Photobacterium profundum SS9,298386,1,1,1,0,0,2,1,0,0,0,0
Photobacterium sp. SKA34,121723,1,2,0,0,0,0,1,0,0,0,0
Photorhabdus asymbiotica,291112,2,1,1,0,0,0,0,0,0,0,0
Photorhabdus luminescens subsp. laumondii TTO1,243265,4,1,1,0,0,0,0,0,0,0,0
Plesiocystis pacifica SIR-1,391625,1,1,0,0,0,0,0,0,0,2,0
Polaromonas naphthalenivorans CJ2,365044,0,1,0,0,0,0,0,0,0,0,0
Polaromonas sp. JS666,296591,0,1,0,0,0,0,0,0,0,0,0
Polymorphum gilvum SL003B-26A1,991905,0,1,0,0,0,0,0,0,0,0,0
Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,312153,0,1,0,0,0,1,0,0,0,0,0
Polynucleobacter necessarius subsp. necessarius STIR1,452638,0,1,0,0,0,0,0,0,0,0,0
Proteus mirabilis ATCC 29906,525369,0,1,1,0,0,1,0,0,0,0,0
Proteus mirabilis HI4320,529507,0,1,1,0,0,1,0,0,0,0,0
Proteus penneri ATCC 35198,471881,0,1,1,0,0,0,0,0,0,0,0
Providencia alcalifaciens DSM 30120,520999,0,1,1,0,0,0,0,0,0,0,0
Providencia rettgeri DSM 1131,521000,2,1,1,0,0,0,0,0,0,0,0
Providencia rustigianii DSM 4541,500637,0,2,0,0,0,0,0,0,0,0,0
Providencia stuartii ATCC 25827,471874,1,1,4,0,0,0,0,0,0,0,0
Pseudoalteromonas arctica A 37-1-2,1117313,2,2,0,0,0,1,0,0,0,0,0
Pseudoalteromonas atlantica T6c,342610,0,7,0,0,1,0,0,0,0,0,0
Pseudoalteromonas citrea NCIMB 1889,1117314,0,1,0,0,0,0,0,0,0,0,0
Pseudoalteromonas haloplanktis ANT/505,722419,2,2,0,0,0,1,0,0,0,0,0
Pseudoalteromonas haloplanktis ATCC 14393,1117315,2,2,0,0,0,1,0,0,0,0,0
Pseudoalteromonas haloplanktis TAC125,326442,0,2,0,0,0,1,0,0,0,0,0
Pseudoalteromonas marina mano4,1117316,2,4,0,0,0,1,0,0,0,0,0
Pseudoalteromonas piscicida JCM 20779,1117317,1,1,0,0,0,0,0,0,0,0,0
Pseudoalteromonas rubra ATCC 29570,1117318,0,1,0,0,0,0,0,0,0,0,0
Pseudoalteromonas sp. BSi20311,383911,1,1,0,0,0,0,0,0,0,0,0
Pseudoalteromonas sp. BSi20429,1097676,2,2,0,0,0,1,0,0,0,0,0
Pseudoalteromonas sp. BSi20439,420915,1,1,0,0,0,0,0,0,0,0,0
Pseudoalteromonas sp. BSi20480,386428,2,4,0,0,0,1,0,0,0,0,0
Pseudoalteromonas sp. BSi20495,386429,2,3,0,0,0,1,0,0,0,0,0
Pseudoalteromonas sp. BSi20652,388384,2,3,0,0,0,1,0,0,0,0,0
Pseudoalteromonas sp. SM9913,234831,1,3,0,0,0,0,0,0,0,0,0
Pseudoalteromonas spongiae UST010723-006,1117319,0,1,0,0,0,0,0,0,0,0,0
Pseudoalteromonas tunicata D2,87626,0,1,0,0,0,0,0,0,0,0,0
Pseudoalteromonas undina NCIMB 2128,1117320,1,1,0,0,0,0,0,0,0,0,0
Pseudogulbenkiania sp. NH8B,748280,0,1,0,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa 138244,983918,0,1,0,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa 152504,983919,0,1,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa 19BR,1051003,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa 213BR,1051004,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa 2192,350703,0,1,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa 39016,798130,1,1,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa 9BR,1051005,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa AES-1R,1000561,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa C3719,350704,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa LCT-PA102,1168061,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa LESB58,557722,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa M18,941193,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa MPAO1/P1,1131757,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa MPAO1/P2,1131758,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa NCGM2.S1,1089456,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa PA7,381754,1,2,3,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa PAb1,509633,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa PACS2,388272,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa PADK2_CF510,1134459,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa PAO1,208964,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa UCBPP-PA14,208963,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas brassicacearum subsp. brassicacearum NFM421,994484,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas chlororaphis subsp. chlororaphis GP72,1117110,0,2,4,0,0,0,0,0,0,0,0
Pseudomonas entomophila L48,384676,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas extremaustralis 14-3 substr. 14-3b,1117958,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas fluorescens F113,1114970,0,3,1,0,0,0,0,0,0,0,0
Pseudomonas fluorescens HK44,1042209,0,0,0,0,0,1,0,0,0,0,0
Pseudomonas fluorescens Pf-5,220664,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas fluorescens Pf0-1,205922,0,2,1,0,0,0,0,0,0,0,0
Pseudomonas fluorescens SBW25,216595,0,5,1,0,0,1,0,0,0,0,0
Pseudomonas fluorescens WH6,746360,0,5,0,0,0,0,0,0,0,0,0
Pseudomonas fragi A22,1134475,0,2,2,0,0,0,0,0,0,0,0
Pseudomonas fragi B25,1136138,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas fulva 12-X,743720,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas fuscovaginae UPB0736,1150862,0,2,1,0,0,0,0,0,0,0,0
Pseudomonas geniculata N1,1167641,0,3,2,0,0,0,0,0,0,0,0
Pseudomonas mandelii JR-1,1147786,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas mendocina NK-01,1001585,0,1,0,0,0,0,0,0,0,0,0
Pseudomonas mendocina ymp,399739,0,2,1,0,0,0,0,0,0,0,0
Pseudomonas psychrotolerans L19,1112217,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas putida B6-2,1081940,0,2,1,0,0,1,0,0,0,0,0
Pseudomonas putida BIRD-1,931281,0,2,1,0,0,1,0,0,0,0,0
Pseudomonas putida F1,351746,0,2,1,0,0,1,0,0,0,0,0
Pseudomonas putida GB-1,76869,0,2,0,0,0,1,0,0,0,0,0
Pseudomonas putida KT2440,160488,0,2,1,0,0,1,0,0,0,0,0
Pseudomonas putida S16,1042876,0,3,1,0,0,0,0,0,0,0,0
Pseudomonas putida str. Idaho,1079364,0,1,1,0,0,0,0,0,0,0,0
Pseudomonas putida W619,390235,0,5,0,0,0,0,0,0,0,0,0
Pseudomonas savastanoi pv. savastanoi NCPPB 3335,693985,0,8,2,0,0,1,0,0,0,0,0
Pseudomonas sp. 2_1_26,665948,0,2,3,0,0,0,0,0,0,0,0
Pseudomonas sp. PAMC 25886,1125977,0,2,2,0,0,1,0,0,0,0,0
Pseudomonas sp. R62,1144884,0,2,1,0,0,0,0,0,0,0,0
Pseudomonas sp. R81,1144885,0,2,1,0,0,0,0,0,0,0,0
Pseudomonas sp. S9,686578,0,1,0,0,0,0,0,0,0,0,0
Pseudomonas sp. TJI-51,985010,0,2,1,0,0,0,0,0,0,0,0
Pseudomonas stutzeri A1501,379731,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas stutzeri ATCC 14405 = CCUG 16156,32042,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas stutzeri ATCC 17588 = LMG 11199,96563,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas stutzeri DSM 4166,996285,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas stutzeri SDM-LAC,1109445,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. actinidiae CFBP 7286,1094176,0,5,4,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. actinidiae CH2010-6,1108968,0,5,4,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. actinidiae KW41,1094177,0,6,2,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. actinidiae PA459,1094178,0,6,3,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. actinidiae str. CRAFRU8.43,1052681,0,5,4,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. actinidiae str. NCPPB 3739,1052682,0,6,1,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. actinidiae str. NCPPB 3871,1052680,0,6,2,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. aesculi str. 2250,666475,0,11,2,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. glycinea str. B076,875329,0,4,2,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. phaseolicola 1448A,264730,0,13,2,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. phaseolicola 1644R,1079060,0,4,2,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. syringae 642,673266,0,8,1,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. syringae B728a,205918,0,8,3,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. syringae FF5,591153,0,8,2,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. tabaci ATCC 11528,573066,0,8,2,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. theae NCPPB 2598,1094175,0,6,1,0,0,0,0,0,0,0,0
Pseudomonas syringae pv. tomato K40,673189,0,3,2,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. tomato Max13,673198,0,9,1,0,0,1,0,0,0,0,0
Pseudomonas syringae pv. tomato NCPPB 1108,673265,0,9,2,0,0,1,0,0,0,0,0
